Date,Open,Close,K,D,J
2005-05-12,899.97,885.82,15.448785301330677,19.883296803258023,6.5797622974759875
2005-05-13,883.51,887.54,16.000944586851997,18.589179397789348,10.824474964977291
2005-05-16,885.39,875.27,13.266744993046379,16.815034596208356,6.170165786722421
2005-05-17,873.08,881.46,14.55890559807267,16.062991596829793,11.550733600558424
2005-05-18,881.14,883.2,16.436360915956495,16.187448036538694,16.934186674792095
2005-05-19,882.84,884.17,18.647657783230866,17.007517952102752,21.92793744548709
2005-05-20,883.51,882.76,22.327711459649628,18.78091578795171,29.421302803045457
2005-05-23,880.28,863.34,15.635020024865604,17.73228386692301,11.440492340750794
2005-05-24,861.2,868.46,20.070299685267592,18.511622473037868,23.187654109727042
2005-05-25,867.66,868.45,23.367773570855643,20.130339505643793,29.84264170127934
2005-05-26,867.76,857.33,17.769308836477258,19.343329282588282,14.621267944255209
2005-05-27,855.59,849.51,12.714342915855802,17.133667160344125,3.875694426879157
2005-05-30,847.63,855.61,17.681734197924037,17.316356172870762,18.412490248030586
2005-05-31,856.56,855.95,21.224999140943655,18.619237162228394,26.43652309837418
2005-06-01,855.21,837.53,15.05335822443413,17.430610849630305,10.298852974041779
2005-06-02,835.47,818.38,12.705607320772497,15.855609673344368,6.4056026156287516
2005-06-03,816.55,818.03,13.377961346684058,15.029726897790932,10.07443024447031
2005-06-06,816.73,839.0,24.106420621471038,18.055291472350966,36.208678919711176
2005-06-07,841.58,837.28,31.18520059056158,22.431927845087834,48.691746081509066
2005-06-08,848.54,905.77,53.11406577388253,32.65930715468606,94.02358301227545
2005-06-09,907.57,912.6,65.12531526729663,43.48130985888958,108.41332608411072
2005-06-10,911.94,894.56,68.01856647462003,51.660395397466395,100.7349086289273
2005-06-13,895.0,892.96,69.49380873213032,57.604866509021036,93.27169317834887
2005-06-14,895.39,883.54,67.80678137281784,61.0055047969533,81.40933452454689
2005-06-15,881.21,866.83,61.94489626249319,61.3186352854666,63.19741821654637
2005-06-16,866.66,879.24,61.55514488033083,61.397471817088004,61.87049100681648
2005-06-17,883.6,880.34,57.729304097791356,60.174749243989126,52.83841380539582
2005-06-20,881.62,906.26,63.94876505930145,61.432754515759896,68.98078614638456
2005-06-21,906.31,896.17,60.650244443228054,61.17191782491595,59.60689767985227
2005-06-22,894.77,900.65,66.25668527972,62.86684030985063,73.03637521945876
2005-06-23,900.06,893.57,67.86653225441582,64.53340429137236,74.53278818050273
2005-06-24,892.06,898.3,72.47093191727754,67.17924683334076,83.05430208515111
2005-06-27,904.21,916.04,79.03479786211338,71.13109717626497,94.84219923381019
2005-06-28,913.48,903.72,76.42895625353633,72.89705020202209,83.4927683565648
2005-06-29,906.75,898.9,69.21007148031555,71.66805729478656,64.29409985137352
2005-06-30,897.1,878.69,50.389025264966804,64.57504661817998,22.016982558540462
2005-07-01,875.93,859.49,34.192126883987726,54.447406706782566,-6.318432761601954
2005-07-04,855.32,855.93,28.413113708886645,45.76930904081726,-6.299276954974587
2005-07-05,853.68,849.68,21.884007974475306,37.80754201870328,-9.963060113980646
2005-07-06,850.25,842.56,16.194246824524225,30.603110287310262,-12.623480101047853
2005-07-07,841.75,844.73,13.282756456069947,24.82965901023016,-9.811048652250477
2005-07-08,842.62,829.49,9.728600922404116,19.795972980954815,-10.406143194697282
2005-07-11,837.86,824.1,7.1049775304759715,15.565641164128534,-9.816349736829153
2005-07-12,821.91,851.82,18.77891480900172,16.63673237908626,23.063279668832635
2005-07-13,850.47,846.23,28.505492297759822,20.59298568531078,44.330505522657916
2005-07-14,844.94,849.59,46.04519620273043,29.077055857783996,79.98147689262329
2005-07-15,849.87,841.0,50.1793740260371,36.111161913868365,78.31579825037458
2005-07-18,839.22,832.99,46.10400384975129,39.44210922582934,59.427793097595185
2005-07-19,831.5,835.61,45.732868892940104,41.53902911486626,54.12054844908779
2005-07-20,835.3,842.64,51.77965276898841,44.95257033290697,65.43381764115131
2005-07-21,842.75,843.99,57.01954467883316,48.974895114882365,73.10884380673475
2005-07-22,847.54,859.69,66.19108361611657,54.71362461529377,89.14600161776218
2005-07-25,858.33,856.86,68.39701244946318,59.27475389335024,86.64152956168905
2005-07-26,856.19,876.48,76.59965033576694,65.0497193741558,99.69951225898922
2005-07-27,876.94,894.01,84.3894708802153,71.49630320950897,110.17580622162797
2005-07-28,893.88,890.89,84.89415180822681,75.9622527424149,102.75794993985062
2005-07-29,889.41,888.16,83.96178255889593,78.62876268124191,94.62782231420397
2005-08-01,887.72,891.61,84.76240049380942,80.67330861876441,92.94058424389945
2005-08-02,892.13,903.6,89.81705081283178,83.72122268345353,102.00870707158828
2005-08-03,905.18,909.57,88.96878408276262,85.47040981655657,95.96553261517474
2005-08-04,907.42,904.15,84.88688169620073,85.27590044310463,84.10884420239293
2005-08-05,904.04,923.8,89.91965828943205,86.82381972521378,96.11133541786859
2005-08-08,926.57,927.47,89.96453259685364,87.8707240157604,94.15214975904013
2005-08-09,926.97,933.09,93.10972838990406,89.61705880714162,100.09506755542898
2005-08-10,933.26,940.37,95.40648559326938,91.54686773585087,103.12572130810639
2005-08-11,940.78,953.99,96.9376570621796,93.34379751129379,104.12537616395122
2005-08-12,954.72,938.32,88.10471526265624,91.59743676174794,81.11927226447287
2005-08-15,937.71,954.5,89.31130913416038,90.83539421921876,86.2631389640436
2005-08-16,955.27,945.06,84.6260688515265,88.76561909665467,76.34696836127014
2005-08-17,943.41,953.01,85.94204830775651,87.82442883368861,82.17728725589228
2005-08-18,954.16,920.67,58.587266607358394,78.07870809157855,19.60438363891808
2005-08-19,918.09,923.04,47.82797067368346,67.99512895228018,7.493654116490006
2005-08-22,923.11,931.67,46.49486852599328,60.82837547685122,17.827854624277393
2005-08-23,931.81,923.41,40.0167441276279,53.89116502711012,12.267902328663467
2005-08-24,923.56,930.65,40.59716897722218,49.45983301048081,22.871840910704933
2005-08-25,930.97,930.12,40.62547765351148,46.51504789149103,28.846337177552385
2005-08-26,930.25,928.26,39.385722414561826,44.138606065847966,29.879955111989545
2005-08-29,928.34,917.37,31.453897634800533,39.91036992216549,14.540953060070606
2005-08-30,916.09,914.88,24.39099306249317,34.73724430227472,3.698490582930077
2005-08-31,915.12,927.92,39.905459921052355,36.45998284186726,46.79641407942255
2005-09-01,928.52,944.56,59.54821729984022,44.15606099452491,90.33252991047084
2005-09-02,945.98,947.87,72.98636989631392,53.76616396178791,111.42678176536592
2005-09-05,949.08,952.72,81.78192684832632,63.104751590634045,119.13627736371087
2005-09-06,953.41,936.61,73.20104939400964,66.47018419175924,86.66277979851043
2005-09-07,934.99,952.76,79.49951629616274,70.81329489322707,96.87195910203408
2005-09-08,954.27,955.28,83.80626536861298,75.14428505168904,101.13022600246089
2005-09-09,955.11,949.07,81.74395785888524,77.3441759874211,90.54352160181352
2005-09-12,949.78,949.51,80.67217911126896,78.45351036203705,85.10951660973276
2005-09-13,949.58,963.77,86.98272056968909,81.2965804312544,98.35500084655848
2005-09-14,964.97,970.19,91.25977347560064,84.61764477936981,104.5440308680623
2005-09-15,970.58,969.6,92.98985333420795,87.40838096431585,104.15279807399213
2005-09-16,969.62,967.49,92.30733979350049,89.04136724071074,98.83928489907998
2005-09-19,967.44,971.14,94.1513429499459,90.74469247712246,100.96464389559279
2005-09-20,971.38,961.92,83.47710189392151,88.32216228272213,73.78698111632028
2005-09-21,961.37,944.41,56.349543494302814,77.66462268658236,13.719385109743712
2005-09-22,942.73,923.27,42.783352172563816,66.03753251524284,-3.7250085127942327
2005-09-23,921.51,916.15,29.63026802270642,53.90177768439737,-18.91275130067548
2005-09-26,915.84,918.48,22.534144651885363,43.44590000689337,-19.28936605813064
2005-09-27,918.87,904.21,15.421208193579577,34.104336069122105,-21.945047557505475
2005-09-28,903.33,903.72,11.385464859072423,26.53137899910555,-18.906363420993827
2005-09-29,904.28,915.97,14.477908452052166,22.51355548342109,-1.5933856106856794
2005-09-30,916.59,917.39,17.246455357200375,20.75785544134752,10.223655188906086
2005-10-10,917.21,907.32,14.798186996482226,18.771299293059087,6.8519624033285
2005-10-11,906.63,919.72,24.649819142354552,20.73080590949091,32.48784560808184
2005-10-12,920.45,923.48,44.72302330944483,28.728211709475545,76.71264650938338
2005-10-13,923.43,916.5,50.21194943953543,35.8894576194955,78.85693307961529
2005-10-14,916.34,904.83,38.12861920007885,36.63584481302328,41.114167974189996
2005-10-17,903.27,897.62,30.617221575623265,34.62963706722328,22.592390592423243
2005-10-18,897.37,902.37,30.303762896447715,33.18767901029809,24.535930668746957
2005-10-19,902.04,898.74,26.507479444553436,30.96094582171654,17.600546690227226
2005-10-20,898.89,899.91,27.10940396705162,29.677098536828233,21.974014827498394
2005-10-21,899.65,904.41,31.61802542673825,30.32407416679824,34.20592794661826
2005-10-24,905.13,906.65,36.668314870107295,32.43882106790126,45.12730247451937
2005-10-25,905.97,894.27,28.744848040005614,31.20749672526938,23.819550669478076
2005-10-26,892.62,875.82,20.618108134876877,27.67770052847188,6.498923347686869
2005-10-27,873.47,875.85,19.02124671768278,24.792215924875514,7.479308303297309
2005-10-28,875.86,867.73,18.17713959467064,22.58719048147389,9.35703782106414
2005-10-31,866.62,876.28,23.459356393712554,22.877912452220112,24.622244276697437
2005-11-01,875.96,872.86,24.64285230732051,23.466225737253577,26.996105447454376
2005-11-02,873.39,882.48,32.00827834980785,26.313576608105002,43.397681833213554
2005-11-03,882.19,874.58,31.51796079213331,28.048371336114435,38.457139704171055
2005-11-04,873.35,878.36,34.4591072523758,30.18528330820156,43.00675514072429
2005-11-07,877.62,877.28,40.778184063584014,33.716250226662375,54.9020517374273
2005-11-08,876.43,881.52,55.18340397107988,40.87196814146821,83.80627563030323
2005-11-09,881.51,879.25,61.875507739088555,47.873148007341655,89.88022720258235
2005-11-10,878.63,862.97,42.49380323767413,46.08003308411915,35.321343544784085
2005-11-11,861.22,864.79,36.695402708228315,42.951822958822206,24.182562207040533
2005-11-14,864.08,862.15,29.6745495764907,38.5260651647117,11.971518400048694
2005-11-15,862.07,856.64,22.695247591115297,33.2491259735129,1.587490826320078
2005-11-16,855.45,863.12,29.04204757075686,31.846766505927555,23.43260970041547
2005-11-17,863.08,862.66,32.86381275522638,32.1857819223605,34.219874420958135
2005-11-18,862.58,882.24,51.54168057647817,38.63774814039972,77.34954544863507
2005-11-21,882.79,883.87,65.38354726246321,47.55301451442088,101.04461275854788
2005-11-22,883.93,869.62,62.46001300400249,52.522014010948084,82.3360109901113
2005-11-23,868.01,876.23,66.14755535646724,57.06386112612113,84.31494381715943
2005-11-24,875.83,881.49,73.09129255366764,62.40633826863664,94.46120112372965
2005-11-25,881.25,884.1,79.94608383939399,68.25292012555576,103.33241126707046
2005-11-28,883.24,880.17,81.05110472520104,72.51898165877085,98.11535085806142
2005-11-29,879.25,871.31,68.82618709630074,71.28805013794748,63.90246101300727
2005-11-30,870.45,873.83,61.53737041698062,68.03782356429186,48.536464122358154
2005-12-01,873.47,873.07,52.18468652291816,62.753444550500625,31.047170467753247
2005-12-02,872.93,869.94,40.872516076106045,55.459801725702434,11.69794477691326
2005-12-05,869.43,859.61,28.14504419420939,46.354882548538086,-8.274632514448001
2005-12-06,858.11,866.08,29.89596541810394,40.86857683839337,7.950742577525077
2005-12-07,865.72,873.84,39.40195244508027,40.37970204062234,37.446453253996125
2005-12-08,874.13,874.06,45.9756837491164,42.24502927678703,53.43699269377514
2005-12-09,873.69,887.36,63.76400894629734,49.41802249995713,92.45598183897775
2005-12-12,887.06,888.52,73.77423301595681,57.53675933862369,106.24918037062305
2005-12-13,888.0,889.1,81.00057055701092,65.35802974475277,112.28565218152721
2005-12-14,888.6,898.15,86.67151304247326,72.46252417732626,115.08949077276725
2005-12-15,898.38,896.43,85.8820648142615,76.935704389638,103.77478566350845
2005-12-16,895.83,902.56,89.5871458532572,81.15285154417774,106.45573447141612
2005-12-19,902.05,902.91,91.7399730276467,84.68189203866739,105.85613500560535
2005-12-20,902.75,907.32,94.49331535176447,87.95236647636641,107.57521310256058
2005-12-21,907.05,903.14,89.78320846995207,88.56264714089497,92.2243311280663
2005-12-22,902.37,908.75,90.78182761859016,89.30237396679337,93.74073492218372
2005-12-23,908.96,915.89,93.85455174572678,90.81976655977118,99.92412211763798
2005-12-26,916.67,922.38,93.74588226618006,91.79513846190747,97.64736987472526
2005-12-27,922.44,919.36,89.73763012719996,91.10930235033831,86.99428568092327
2005-12-28,919.05,920.92,88.74776549620941,90.32212339896202,85.59904969070419
2005-12-29,921.14,932.03,92.49851033080628,91.04758570957678,95.40035957326526
2005-12-30,933.45,923.45,84.75827693185576,88.95114945033643,76.37253189489442
2006-01-04,926.56,941.43,89.83885128790385,89.2470500628589,91.02245373799377
2006-01-05,943.85,959.13,92.94327127293754,90.47912379955179,97.87156621970905
2006-01-06,961.91,970.03,92.5144255844216,91.15755772784172,95.22816129758138
2006-01-09,971.09,975.25,94.45360724434322,92.25624090000889,98.84833993301186
2006-01-10,975.28,978.15,96.23379600541185,93.58209260180988,101.53720281261582
2006-01-11,977.64,973.48,92.65056641071693,93.27158387144556,91.4085314892597
2006-01-12,972.39,983.72,94.90971983784051,93.8176291935772,97.09390112636714
2006-01-13,985.04,978.81,91.92935255332998,93.18820364682813,89.41165036633367
2006-01-16,977.89,961.44,80.21114049206335,88.8625159285732,62.908389619043646
2006-01-17,959.4,964.29,69.47118245322417,82.39873810345686,43.61607115275879
2006-01-18,964.16,983.62,75.47614318880868,80.0912064652408,66.24601663594441
2006-01-19,985.23,991.22,82.77663625174662,80.98634972740942,86.35720930042103
2006-01-20,991.57,993.34,87.60300314425253,83.19190086635712,96.42520770004336
2006-01-23,993.74,996.16,90.87059041841516,85.75146405037647,101.10884315449252
2006-01-24,997.79,999.09,89.54923634224713,87.0173881476667,94.612932731408
2006-01-25,998.83,1009.6,93.00379833706992,89.0128582108011,100.98567858960755
2006-02-06,1013.42,1033.23,95.28655589335239,91.10409077165153,103.6514861367541
2006-02-07,1034.68,1029.94,93.55025831242621,91.91947995190975,96.81181503345914
2006-02-08,1028.44,1033.07,93.30027828094389,92.3797460615878,95.14134271965608
2006-02-09,1033.19,1019.6,85.07187820301608,89.94379010873055,75.32805439158716
2006-02-10,1019.42,1032.34,86.05621325509517,88.64793115751877,80.87277745024801
2006-02-13,1034.38,1031.61,86.03232226227927,87.77606152577226,82.54484373529328
2006-02-14,1032.65,1038.53,90.49889773536673,88.68367359563709,94.12934601482601
2006-02-15,1040.33,1041.66,89.88101483111375,89.08278734079597,91.47746981174927
2006-02-16,1041.67,1020.12,66.77873078055117,81.64810182071437,37.03998870022477
2006-02-17,1020.06,1020.37,49.03229141166061,70.77616501769646,5.544544199588927
2006-02-20,1020.74,1021.64,38.50993564486802,60.02075522675365,-4.511703518903232
2006-02-21,1020.98,1038.82,49.584612678526426,56.54204104401124,35.66975594755681
2006-02-22,1039.65,1037.89,56.04730314752135,56.37712841184794,55.38765261886816
2006-02-23,1038.25,1041.37,63.79994398274974,58.851400268815205,73.6970314106188
2006-02-24,1041.97,1049.44,75.62873799059327,64.44384617607456,97.99852161963068
2006-02-27,1055.95,1047.84,76.4060007656586,68.43123103926925,92.35554021843731
2006-02-28,1046.71,1053.01,80.97336141269469,72.6119411637444,97.69620191059525
2006-03-01,1051.76,1056.62,86.48669519851644,77.23685917533508,104.98636724487918
2006-03-02,1055.86,1038.67,76.25722355553746,76.91031396873588,74.95104272914065
2006-03-03,1037.99,1041.68,71.76928235486528,75.19663676411234,64.91457353637117
2006-03-06,1041.66,1038.87,59.1213874864595,69.83822033822806,37.68772178292238
2006-03-07,1037.93,1014.97,40.78350636022107,60.15331567889239,2.0438877228784236
2006-03-08,1012.58,1009.27,32.57912427708183,50.96191854495554,-4.1864642586655805
2006-03-09,1006.97,1004.34,24.264430035136776,42.062755708349286,-11.332221311288237
2006-03-10,1004.75,1008.9,21.352879487875125,35.1594636348579,-6.260288806090429
2006-03-13,1008.8,1019.86,25.73686887372655,32.01859871448079,13.173409192218074
2006-03-14,1020.47,1018.27,28.051236412372717,30.696144613778095,22.76142000956196
2006-03-15,1018.15,1028.96,40.45103031372537,33.947773180427184,53.45754458032174
2006-03-16,1028.96,1027.62,47.713588651496735,38.536378337450365,66.06800927958948
2006-03-17,1027.64,1024.02,52.91286987629348,43.3285421837314,72.08152526141762
2006-03-20,1024.5,1037.66,68.38916619100625,51.68208351948968,101.80333153403939
2006-03-21,1037.95,1040.76,74.25126872785776,59.20514525561237,104.34351567234854
2006-03-22,1041.14,1047.67,82.62608666635606,67.01212572586027,113.85400854734763
2006-03-23,1047.35,1048.54,87.78029236059777,73.93484793743944,115.47118120691445
2006-03-24,1049.12,1042.6,84.15281365443795,77.34083650977227,97.7767679437693
2006-03-27,1042.63,1050.71,88.42598188265879,81.0358849674011,103.20617571317416
2006-03-28,1050.07,1055.98,91.79578613169932,84.62251868883384,106.1423210174303
2006-03-29,1058.74,1065.29,89.16801872529419,86.13768536765396,95.22868544057465
2006-03-30,1065.84,1055.63,81.49596786748494,84.59044620093096,75.30701120059291
2006-03-31,1053.85,1061.09,76.24724579158251,81.80937939781481,65.12297857911793
2006-04-03,1061.96,1079.32,84.12576192325227,82.58150690629395,87.2142719571689
2006-04-04,1080.86,1089.37,89.41717461550152,84.86006280936314,98.53139822777831
2006-04-05,1091.18,1099.97,92.63497421331695,87.45169994401442,103.00152275192204
2006-04-06,1102.54,1103.24,92.13314167021863,89.01218051941584,98.37506397182426
2006-04-07,1102.94,1103.15,91.18946010867352,89.73794038250173,94.09249956101706
2006-04-10,1104.32,1117.91,94.0428014831967,91.1728940827334,99.78261628412332
2006-04-11,1120.16,1123.31,94.80714686112327,92.38431167553001,99.65281723230979
2006-04-12,1123.78,1117.07,92.57517887925331,92.44793407677112,92.8296684842177
2006-04-13,1116.84,1093.93,78.3340737203235,87.74331395795525,59.51559324506002
2006-04-14,1091.69,1118.61,80.55838762486721,85.34833851359258,70.97848584741647
2006-04-17,1120.19,1124.41,83.04902609334582,84.58190104017699,79.98327619968347
2006-04-18,1127.51,1131.28,85.52438499111734,84.8960623571571,86.7810302590378
2006-04-19,1135.61,1138.24,88.86552488670573,86.21921653367332,94.15814159277056
2006-04-20,1139.64,1134.38,87.23005374466584,86.55616227067082,88.57783669265586
2006-04-21,1133.2,1149.16,89.45577578404053,87.52270010846073,93.32192713520016
2006-04-24,1156.91,1142.7,84.32155477461652,86.455651663846,80.05336099615755
2006-04-25,1139.49,1141.93,80.52627426613293,84.47919253127498,72.62043773584884
2006-04-26,1142.9,1155.73,84.03717976424973,84.33185494226656,83.44782940821605
2006-04-27,1157.38,1155.27,84.62028029766574,84.42799672739963,85.00484743819797
2006-04-28,1143.59,1172.35,88.81295864073144,85.88965069851024,94.65957452517384
2006-05-08,1179.58,1218.44,92.39577359674499,88.05835833125515,101.07060412772464
2006-05-09,1226.31,1251.61,94.63487071085378,90.25052912445469,103.40355388365197
2006-05-10,1257.98,1265.93,94.70765852765025,91.73623892551987,100.650497731911
2006-05-11,1267.22,1255.04,88.74244437443282,90.73830740849085,84.75071830631677
2006-05-12,1255.23,1296.26,92.47187889043443,91.3161645691387,94.78330753302586
2006-05-15,1312.14,1352.16,94.9432390303836,92.52518938955367,99.77933831204342
2006-05-16,1368.13,1331.13,89.2504118482457,91.43359687578436,84.88404179316842
2006-05-17,1331.69,1335.52,86.03083328991133,89.63267568049335,78.82714850874726
2006-05-18,1322.65,1331.2,81.67301117733093,86.97945417943922,71.06012517311439
2006-05-19,1334.07,1366.1,83.47166262396772,85.81019032761539,78.79460721667238
2006-05-22,1366.32,1373.67,85.76574871206918,85.79537645576666,85.70649322467423
2006-05-23,1365.1,1317.65,73.23222301515317,81.60765864222883,56.48135176100183
2006-05-24,1325.68,1308.24,62.55118769621672,75.2555016602248,37.142559768200584
2006-05-25,1304.69,1307.7,50.88378647575555,67.13159659873504,18.388166229796553
2006-05-26,1312.24,1331.02,50.15680104673013,61.47333141473341,27.523740310723582
2006-05-29,1339.9,1366.29,60.33675464073252,61.09447249006645,58.821318942064664
2006-05-30,1375.3,1378.76,70.89395156987395,64.36096551666895,83.95992367628395
2006-05-31,1377.45,1365.45,73.90753036443462,67.54315379925751,86.63628349478884
2006-06-01,1364.18,1402.88,82.50179648561168,72.52936802804223,102.44665340075056
2006-06-02,1406.62,1390.12,82.96450495842561,76.00774700483669,96.87802086560345
2006-06-05,1391.46,1403.16,86.50590153296308,79.50713184754548,100.50344090379826
2006-06-06,1400.27,1399.14,87.34820608818154,82.12082326109083,97.80297174236296
2006-06-07,1398.18,1320.23,61.695716745714854,75.31245442263217,34.46224139188021
2006-06-08,1309.07,1325.98,51.45189979915311,67.35893621480582,19.637826967847673
2006-06-09,1320.81,1294.19,36.22662902385502,56.98150048448889,-5.283113897412733
2006-06-12,1283.83,1297.67,29.54164104700736,47.83488067199505,-7.044838202968023
2006-06-13,1296.41,1298.28,25.23263567682511,40.300799006938405,-4.903690983401475
2006-06-14,1291.69,1283.88,20.155322593659378,33.58564020251207,-6.705312624046002
2006-06-15,1283.72,1285.39,17.120982293212418,28.097420899412185,-4.831894919187121
2006-06-16,1290.0,1318.01,22.670575237283806,26.288472345369392,15.434781021112641
2006-06-19,1306.26,1334.89,32.0498275041657,28.208924064968162,39.73163438256076
2006-06-20,1333.62,1338.22,52.96583413115209,36.4612274203628,85.97504755273067
2006-06-21,1336.84,1333.53,62.84884553847584,45.25710012640048,98.03233636262657
2006-06-22,1331.93,1331.55,68.58568707899764,53.033295777266204,99.6904696824605
2006-06-23,1329.11,1339.45,75.80897465910118,60.62518873787786,106.17654650154782
2006-06-26,1341.61,1363.41,83.8159423476057,68.35543994112047,114.73694716057616
2006-06-27,1365.04,1363.9,87.5005459506163,74.73714194428574,113.02735396327742
